mu,sigma,I,errs
-0.915224,0.581277,-0.394198,0.00305394
-0.908324,0.593145,-0.42339,0.00276086
-0.908324,0.593145,-0.42339,0.00276086
-0.897943,0.608897,-0.41377,0.00293182
-0.901946,0.585511,-0.415102,0.00273273
-0.881971,0.585576,-0.419784,0.0024524
-0.900356,0.597261,-0.417286,0.00326664
-0.87746,0.573668,-0.415264,0.0023397
-0.876331,0.574741,-0.426507,0.00257445
-0.893567,0.589477,-0.401858,0.00248108
-0.893567,0.589477,-0.401858,0.00248108
-0.896404,0.592595,-0.409789,0.0024792
-0.874758,0.594799,-0.425149,0.00267886
-0.897603,0.599475,-0.406784,0.0025286
-0.898971,0.604759,-0.403728,0.00272427
-0.923681,0.602248,-0.407386,0.0033816
-0.941283,0.590199,-0.380974,0.0038442
-0.92909,0.595183,-0.403095,0.00293371
-0.918353,0.595604,-0.389957,0.0032445
-0.94068,0.61603,-0.370343,0.00534373
-0.931457,0.618624,-0.394421,0.0037429
-0.910593,0.598696,-0.425402,0.00298401
-0.899991,0.587843,-0.424274,0.00287505
-0.899991,0.587843,-0.424274,0.00287505
-0.917499,0.603008,-0.403238,0.00342936
-0.917499,0.603008,-0.403238,0.00342936
-0.935946,0.593312,-0.389015,0.0030793
-0.912586,0.592096,-0.413982,0.0021424
-0.912586,0.592096,-0.413982,0.0021424
-0.896069,0.581006,-0.413391,0.00239365
-0.908577,0.599234,-0.405653,0.00347413
-0.927665,0.611921,-0.394813,0.00392401
-0.909491,0.62925,-0.396821,0.00398118
-0.905863,0.621888,-0.410256,0.00374055
-0.909434,0.612284,-0.404637,0.00381984
-0.914168,0.602945,-0.412444,0.00300991
-0.903193,0.623992,-0.408273,0.00364342
-0.925291,0.638932,-0.413101,0.00379862
-0.925291,0.638932,-0.413101,0.00379862
-0.925291,0.638932,-0.413101,0.00379862
-0.925291,0.638932,-0.413101,0.00379862
-0.939919,0.629233,-0.390386,0.00463625
-0.916269,0.642053,-0.395962,0.00510933
-0.927325,0.631535,-0.402275,0.00401013
-0.920409,0.645108,-0.390889,0.00327547
-0.906352,0.639155,-0.401555,0.00356243
-0.918387,0.621006,-0.411278,0.00337528
-0.918387,0.621006,-0.411278,0.00337528
-0.930989,0.63888,-0.387402,0.00387251
-0.930989,0.63888,-0.387402,0.00387251
-0.930989,0.63888,-0.387402,0.00387251
-0.939201,0.632826,-0.37667,0.00458744
-0.945401,0.656216,-0.33866,0.00820589
-0.926918,0.652576,-0.395028,0.00475215
-0.949742,0.646284,-0.341788,0.00546769
-0.927487,0.641095,-0.398952,0.00439014
-0.933385,0.617146,-0.382211,0.00387804
-0.931463,0.623534,-0.400364,0.0038338
-0.930001,0.625541,-0.412779,0.0035142
-0.946993,0.615928,-0.370702,0.00423892
-0.946993,0.615928,-0.370702,0.00423892
-0.941688,0.613433,-0.386658,0.00396037
-0.941922,0.61303,-0.391684,0.00387308
-0.941922,0.61303,-0.391684,0.00387308
-0.964948,0.606437,-0.342671,0.00451081
-0.970828,0.592064,-0.343123,0.00448895
-0.982812,0.578912,-0.333807,0.00476513
-0.960587,0.575952,-0.358121,0.00376041
-0.948584,0.561559,-0.353864,0.003126
-0.948584,0.561559,-0.353864,0.003126
-0.930058,0.555276,-0.367163,0.00304389
-0.922313,0.568999,-0.40611,0.00341957
-0.934251,0.58898,-0.370295,0.0041326
-0.934839,0.583109,-0.396134,0.00338624
-0.93346,0.58893,-0.386529,0.00342191
-0.93346,0.58893,-0.386529,0.00342191
-0.93346,0.58893,-0.386529,0.00342191
-0.93901,0.600054,-0.385994,0.00373792
-0.929935,0.609493,-0.399505,0.00289821
-0.926199,0.616657,-0.408519,0.00339754
-0.913685,0.596829,-0.403583,0.00315445
-0.925801,0.61131,-0.381982,0.00344452
-0.948185,0.609101,-0.394867,0.00394445
-0.945729,0.586965,-0.390927,0.00336399
-0.945729,0.586965,-0.390927,0.00336399
-0.935503,0.610476,-0.369447,0.00637098
-0.93886,0.586593,-0.373737,0.00326045
-0.959737,0.584557,-0.384507,0.0038846
-0.946198,0.586073,-0.376141,0.00328696
-0.943109,0.582726,-0.372175,0.0038462
-0.944234,0.570094,-0.364462,0.00333606
-0.925941,0.583287,-0.408319,0.00346825
-0.906598,0.568731,-0.391283,0.00264696
-0.914575,0.555554,-0.378825,0.00269271
-0.927463,0.545817,-0.365994,0.00344621
-0.916677,0.565608,-0.382763,0.0028501
-0.916677,0.565608,-0.382763,0.0028501
-0.916677,0.565608,-0.382763,0.0028501
-0.920517,0.580097,-0.399687,0.0028578
-0.902941,0.59734,-0.408345,0.00240593
-0.881992,0.585523,-0.432879,0.00216701
-0.881992,0.585523,-0.432879,0.00216701
-0.86096,0.581657,-0.432573,0.00192215
-0.859325,0.59123,-0.434108,0.00197242
-0.840874,0.570353,-0.428783,0.0019729
-0.855295,0.579302,-0.433728,0.00216771
-0.855295,0.579302,-0.433728,0.00216771
-0.833318,0.590923,-0.434739,0.0020833
-0.822725,0.580752,-0.436059,0.00192794
-0.80746,0.589467,-0.440539,0.00166985
-0.82556,0.601017,-0.442162,0.00150724
-0.84091,0.610794,-0.437644,0.00184471
-0.856334,0.588588,-0.43897,0.00175893
-0.873978,0.608143,-0.438794,0.00199455
-0.879579,0.594732,-0.403429,0.00308856
-0.861123,0.577341,-0.434537,0.00224003
-0.883986,0.586728,-0.424294,0.00261497
-0.891428,0.589283,-0.435939,0.00250391
-0.891428,0.589283,-0.435939,0.00250391
-0.895275,0.577211,-0.411559,0.0023445
-0.872017,0.601231,-0.428614,0.00235772
-0.863194,0.610086,-0.441912,0.00211163
-0.843941,0.596841,-0.449308,0.00172484
-0.83689,0.609337,-0.445743,0.00169375
-0.83689,0.609337,-0.445743,0.00169375
-0.843104,0.627485,-0.45268,0.00193761
-0.843104,0.627485,-0.45268,0.00193761
-0.843104,0.627485,-0.45268,0.00193761
-0.834314,0.623789,-0.450843,0.00146698
-0.82435,0.6415,-0.429489,0.00336892
-0.834323,0.65947,-0.419342,0.00317667
-0.838329,0.65025,-0.430852,0.0028827
-0.851384,0.646076,-0.420717,0.00470869
-0.85448,0.654496,-0.418529,0.00292542
-0.830935,0.665768,-0.422278,0.00302673
-0.846017,0.66186,-0.438616,0.00226925
-0.851267,0.659626,-0.429852,0.00295699
-0.875364,0.645959,-0.41648,0.00415751
-0.856791,0.641928,-0.430982,0.00300892
-0.847048,0.660875,-0.430682,0.00319257
-0.838132,0.645402,-0.422135,0.00355361
-0.840052,0.638554,-0.442395,0.00269826
-0.840052,0.638554,-0.442395,0.00269826
-0.82821,0.636563,-0.443109,0.00215492
-0.804494,0.624989,-0.435403,0.00237886
-0.780563,0.600078,-0.441001,0.00135038
-0.794229,0.586945,-0.438651,0.0016838
-0.796717,0.598855,-0.44539,0.00130706
-0.811426,0.579896,-0.438496,0.00183595
-0.828038,0.584987,-0.435558,0.00211817
-0.809531,0.561991,-0.426922,0.00219184
-0.797593,0.572586,-0.436081,0.00188765
-0.795553,0.576073,-0.433672,0.00185968
-0.816511,0.574801,-0.435641,0.00164437
-0.818009,0.598373,-0.438911,0.00158744
-0.825577,0.608776,-0.445726,0.00147167
-0.820808,0.6078,-0.441115,0.00174328
-0.837339,0.586597,-0.43561,0.00188855
-0.828909,0.610295,-0.441857,0.00237688
-0.846319,0.624357,-0.422504,0.00330244
-0.82258,0.626316,-0.451896,0.00187494
-0.823153,0.606891,-0.458879,0.00143251
-0.823153,0.606891,-0.458879,0.00143251
-0.798398,0.608631,-0.45035,0.00126963
-0.820625,0.613417,-0.446883,0.00162738
-0.809119,0.613336,-0.447407,0.0020435
-0.808344,0.627496,-0.4497,0.00139376
-0.824582,0.637985,-0.437323,0.00233087
-0.80773,0.641314,-0.444128,0.00218388
-0.802577,0.646063,-0.442375,0.00179316
-0.809134,0.659022,-0.430404,0.0023356
-0.822827,0.66036,-0.426328,0.00280636
-0.828678,0.684918,-0.421343,0.00307398
-0.811608,0.674834,-0.427371,0.00321076
-0.815745,0.667476,-0.438511,0.00248614
-0.815745,0.667476,-0.438511,0.00248614
-0.815745,0.667476,-0.438511,0.00248614
-0.820028,0.680096,-0.411668,0.00421794
-0.811837,0.66527,-0.434441,0.00248409
-0.811837,0.66527,-0.434441,0.00248409
-0.807226,0.671987,-0.439934,0.00217198
-0.821177,0.677428,-0.416523,0.00359759
-0.815952,0.672209,-0.419703,0.00282683
-0.814635,0.668768,-0.425364,0.00412865
-0.819405,0.688463,-0.422558,0.00479348
-0.834179,0.693398,-0.421415,0.00293798
-0.834179,0.693398,-0.421415,0.00293798
-0.837518,0.717997,-0.391806,0.00659621
-0.837873,0.697737,-0.372796,0.00556758
-0.857524,0.680443,-0.399913,0.00441974
-0.836534,0.681353,-0.401942,0.00533822
-0.837255,0.699056,-0.382273,0.00608829
-0.852536,0.699932,-0.392859,0.00497212
-0.859884,0.722942,-0.3734,0.00495928
-0.859884,0.722942,-0.3734,0.00495928
-0.859884,0.722942,-0.3734,0.00495928
-0.871851,0.725147,-0.377745,0.00589402
-0.881867,0.730175,-0.357589,0.00815937
-0.867518,0.715104,-0.338578,0.00748314
-0.888996,0.711638,-0.325027,0.00892821
-0.886218,0.724507,-0.372699,0.00611442
-0.886218,0.724507,-0.372699,0.00611442
-0.875628,0.714572,-0.338944,0.00652731
-0.852817,0.728479,-0.361517,0.00563858
-0.852817,0.728479,-0.361517,0.00563858
-0.837973,0.745156,-0.382818,0.00642742
-0.85567,0.747084,-0.338118,0.0077465
-0.876801,0.727323,-0.30734,0.00848461
-0.857238,0.742779,-0.331298,0.00585627
-0.83483,0.752103,-0.330916,0.00699388
-0.819437,0.765951,-0.314934,0.0082957
-0.836961,0.770757,-0.320431,0.00754585
-0.855458,0.772385,-0.292405,0.010189
-0.851789,0.770132,-0.321339,0.0068823
-0.827869,0.746808,-0.317323,0.00719929
-0.809489,0.733969,-0.342092,0.0060336
-0.788972,0.736543,-0.37179,0.00375098
-0.768427,0.720418,-0.409383,0.00399539
-0.761479,0.726253,-0.386571,0.00377669
-0.74192,0.711428,-0.393008,0.00562998
-0.719291,0.72016,-0.377894,0.00360747
-0.715653,0.72359,-0.381776,0.00297392
-0.729451,0.73808,-0.388588,0.00328806
-0.729061,0.732254,-0.376536,0.00371206
-0.714526,0.70837,-0.376366,0.0042973
-0.719276,0.6997,-0.383973,0.00481453
-0.699726,0.686665,-0.401365,0.00255039
-0.717944,0.705203,-0.39107,0.00372185
-0.703822,0.714641,-0.380013,0.00358688
-0.688342,0.721082,-0.383393,0.00340684
-0.712885,0.727248,-0.359636,0.00373314
-0.720637,0.716253,-0.374715,0.00354391
-0.727138,0.692328,-0.3864,0.00350127
-0.708945,0.699386,-0.395851,0.00281533
-0.708945,0.699386,-0.395851,0.00281533
-0.708945,0.699386,-0.395851,0.00281533
-0.714004,0.709688,-0.380685,0.00334293
-0.707841,0.723451,-0.38823,0.00276241
-0.725199,0.712747,-0.393736,0.00295018
-0.725199,0.712747,-0.393736,0.00295018
-0.720064,0.710992,-0.39904,0.00283102
-0.726875,0.692514,-0.390062,0.00399591
-0.734545,0.699621,-0.397461,0.0032292
-0.73997,0.697723,-0.40781,0.0029395
-0.741394,0.712079,-0.405993,0.00281397
-0.737463,0.720051,-0.390224,0.003662
-0.716715,0.729789,-0.383618,0.00398222
-0.723722,0.744621,-0.334193,0.00760157
-0.714455,0.745,-0.353596,0.00467781
-0.722839,0.728164,-0.374212,0.00614937
-0.726677,0.716299,-0.389124,0.00314785
-0.726677,0.716299,-0.389124,0.00314785
-0.706921,0.72781,-0.367835,0.00457884
-0.718022,0.717383,-0.389556,0.00393199
-0.699437,0.716264,-0.382804,0.00318167
-0.690251,0.70488,-0.364914,0.00267401
-0.672745,0.687768,-0.366153,0.00264493
-0.692406,0.702833,-0.358195,0.00350511
-0.694034,0.710062,-0.370125,0.00415106
-0.696455,0.709973,-0.370452,0.00421349
-0.700459,0.716991,-0.38007,0.00295717
-0.704109,0.736645,-0.363707,0.00402367
-0.695446,0.731678,-0.371796,0.00377105
-0.687722,0.709108,-0.38564,0.00318431
-0.687722,0.709108,-0.38564,0.00318431
-0.676809,0.705365,-0.381056,0.0033321
-0.661374,0.689737,-0.366313,0.0034031
-0.647856,0.707161,-0.367662,0.00335288
-0.651615,0.694732,-0.372235,0.00294295
-0.651615,0.694732,-0.372235,0.00294295
-0.664644,0.685133,-0.367061,0.00290323
-0.680476,0.663647,-0.372568,0.00297957
-0.667654,0.686403,-0.372572,0.00298258
-0.663852,0.665759,-0.376668,0.00337252
-0.663852,0.665759,-0.376668,0.00337252
-0.65715,0.666745,-0.372359,0.00267453
-0.651088,0.653131,-0.381362,0.00400572
-0.666862,0.653963,-0.390997,0.00253344
-0.666862,0.653963,-0.390997,0.00253344
-0.686026,0.641699,-0.39222,0.00249021
-0.702629,0.627462,-0.409593,0.00198429
-0.710716,0.63126,-0.41575,0.00214964
-0.694292,0.63342,-0.402895,0.00259308
-0.701119,0.648482,-0.391253,0.002462
-0.683223,0.634569,-0.394357,0.00227211
-0.66586,0.647204,-0.371963,0.00264866
-0.641906,0.66291,-0.357822,0.00273555
-0.641906,0.66291,-0.357822,0.00273555
-0.659489,0.653572,-0.370604,0.00311694
-0.659489,0.653572,-0.370604,0.00311694
-0.651836,0.635381,-0.368813,0.00313005
-0.653705,0.628833,-0.364659,0.00266254
-0.677958,0.620104,-0.386468,0.00250211
-0.677705,0.623705,-0.380215,0.00247474
-0.677705,0.623705,-0.380215,0.00247474
-0.664692,0.622828,-0.384735,0.0028906
-0.664692,0.622828,-0.384735,0.0028906
-0.664692,0.622828,-0.384735,0.0028906
-0.683943,0.599944,-0.391752,0.00229765
-0.677597,0.619401,-0.374351,0.00253428
-0.691054,0.630711,-0.392498,0.00216491
-0.714185,0.608968,-0.426192,0.00211837
-0.732057,0.587153,-0.419683,0.00210907
-0.749291,0.573281,-0.417807,0.00211486
-0.756011,0.588759,-0.430328,0.00170566
-0.738275,0.571394,-0.407766,0.00198401
-0.753594,0.591239,-0.43331,0.00167488
-0.762499,0.607556,-0.435292,0.00140424
-0.76747,0.625841,-0.444218,0.00161969
-0.780272,0.607492,-0.448264,0.00156598
-0.787033,0.603294,-0.448966,0.00124147
-0.787033,0.603294,-0.448966,0.00124147
-0.769229,0.60303,-0.435107,0.00140564
-0.762423,0.603998,-0.441004,0.00141017
-0.764152,0.62712,-0.43286,0.00279809
-0.759166,0.607696,-0.436354,0.00153095
-0.783558,0.592565,-0.441843,0.00142774
-0.775427,0.589847,-0.448224,0.00157048
-0.79294,0.600646,-0.444262,0.001532
-0.79382,0.59553,-0.453183,0.00136213
-0.785302,0.571186,-0.427067,0.00174004
-0.790893,0.569361,-0.439052,0.00164743
-0.804325,0.560524,-0.420955,0.00220275
-0.822563,0.572157,-0.437017,0.0019698
-0.799609,0.584711,-0.432061,0.00160188
-0.785969,0.575931,-0.426961,0.00181066
-0.788364,0.579197,-0.442569,0.00174546
-0.812846,0.590719,-0.437432,0.0014901
-0.818355,0.578249,-0.448246,0.00163252
-0.821622,0.555532,-0.422711,0.00229102
-0.82864,0.542728,-0.385682,0.00300855
-0.824126,0.525986,-0.369652,0.00315967
-0.800577,0.507787,-0.338839,0.00390553
-0.790004,0.52549,-0.357118,0.00312165
-0.767164,0.550276,-0.397999,0.00238987
-0.767164,0.550276,-0.397999,0.00238987
-0.784767,0.565703,-0.421404,0.00198663
-0.788202,0.563554,-0.42659,0.0020513
-0.765715,0.584795,-0.427753,0.00159969
-0.773,0.601936,-0.443835,0.00152524
-0.760607,0.594454,-0.432772,0.00168839
-0.743936,0.58759,-0.426129,0.00199357
-0.73127,0.572566,-0.410664,0.00209641
-0.708404,0.591036,-0.416272,0.00223997
-0.720078,0.574553,-0.41934,0.00221036
-0.719827,0.598124,-0.411052,0.00186612
-0.719827,0.598124,-0.411052,0.00186612
-0.72175,0.602961,-0.423083,0.00197109
-0.72175,0.602961,-0.423083,0.00197109
-0.698485,0.587002,-0.401908,0.0023946
-0.703045,0.580485,-0.408118,0.00209795
-0.711024,0.573776,-0.40236,0.00243786
-0.706455,0.587507,-0.402048,0.00221494
-0.7202,0.564623,-0.393346,0.00219341
-0.734383,0.556266,-0.400393,0.00252574
-0.756916,0.538799,-0.370456,0.00274154
-0.780061,0.533949,-0.393596,0.00280308
-0.803426,0.523887,-0.362135,0.00297843
-0.79333,0.529522,-0.378494,0.00280012
-0.79333,0.529522,-0.378494,0.00280012
-0.811561,0.520612,-0.377179,0.00337402
-0.786892,0.526589,-0.3814,0.00303603
-0.80041,0.528969,-0.3761,0.00321523
-0.82047,0.522024,-0.375773,0.00346127
-0.801986,0.543866,-0.402393,0.00262087
-0.782842,0.528302,-0.381424,0.00316228
-0.791314,0.539001,-0.395384,0.002849
-0.808871,0.534732,-0.363462,0.00309285
-0.815763,0.545704,-0.407969,0.00241438
-0.816331,0.552074,-0.427466,0.00252337
-0.807932,0.56493,-0.433229,0.00188313
-0.813469,0.586342,-0.444199,0.00182578
-0.795741,0.589254,-0.445563,0.00184535
-0.791761,0.596319,-0.445642,0.00137321
-0.771842,0.579311,-0.424041,0.00200928
-0.754773,0.572515,-0.41591,0.00221989
-0.749502,0.570791,-0.411681,0.0020703
-0.766391,0.563164,-0.415056,0.00206407
-0.76737,0.577698,-0.422944,0.00190472
-0.762415,0.591553,-0.444252,0.0015061
-0.739819,0.603607,-0.423704,0.00191671
-0.754046,0.628019,-0.436051,0.00133906
-0.758493,0.616148,-0.43589,0.00168822
-0.782319,0.638768,-0.445133,0.00160205
-0.782319,0.638768,-0.445133,0.00160205
-0.782319,0.638768,-0.445133,0.00160205
-0.782319,0.638768,-0.445133,0.00160205
-0.792297,0.624853,-0.445184,0.00168764
-0.787004,0.613646,-0.445628,0.00116383
-0.787004,0.613646,-0.445628,0.00116383
-0.792977,0.612885,-0.437956,0.00133473
-0.810488,0.590788,-0.443215,0.00162155
-0.831161,0.583709,-0.437807,0.00182875
-0.831161,0.583709,-0.437807,0.00182875
-0.815655,0.600725,-0.448893,0.00134062
-0.829559,0.594417,-0.445356,0.00157185
-0.838122,0.594658,-0.444474,0.00175567
-0.827927,0.593476,-0.439771,0.00153567
-0.831132,0.574697,-0.436261,0.00174434
-0.827267,0.576022,-0.442181,0.00173922
-0.822003,0.578077,-0.443639,0.00183587
-0.820342,0.591877,-0.44062,0.001548
-0.839161,0.569659,-0.429969,0.00219126
-0.839161,0.569659,-0.429969,0.00219126
-0.85729,0.560404,-0.412861,0.00236198
-0.832611,0.571322,-0.428239,0.00182578
-0.832611,0.571322,-0.428239,0.00182578
-0.832611,0.571322,-0.428239,0.00182578
-0.850138,0.554089,-0.39357,0.00220468
-0.837012,0.570943,-0.432946,0.00201793
-0.82056,0.586741,-0.441601,0.00162904
-0.813598,0.592673,-0.440487,0.00141667
-0.808355,0.615001,-0.451927,0.00181975
-0.79787,0.623404,-0.448956,0.00143782
-0.79787,0.623404,-0.448956,0.00143782
-0.777672,0.617081,-0.435015,0.00225261
-0.782967,0.62789,-0.435693,0.00211047
-0.779871,0.639835,-0.441567,0.0015899
-0.783889,0.633227,-0.44391,0.00160914
-0.79153,0.609107,-0.449022,0.00150919
-0.811053,0.610949,-0.446664,0.00170549
-0.79374,0.626134,-0.447407,0.00162801
-0.804648,0.648845,-0.436882,0.00229059
-0.780389,0.657406,-0.431886,0.00217871
-0.773041,0.67041,-0.43703,0.00197292
-0.781346,0.680957,-0.41436,0.00361369
-0.795193,0.697103,-0.414325,0.00287589
-0.793933,0.673099,-0.417357,0.00350586
-0.812929,0.672563,-0.431766,0.00311801
-0.831372,0.665089,-0.43245,0.00281601
-0.831372,0.665089,-0.43245,0.00281601
-0.831372,0.665089,-0.43245,0.00281601
-0.827828,0.652897,-0.424943,0.00362476
-0.827828,0.652897,-0.424943,0.00362476
-0.818499,0.639283,-0.451511,0.00207401
-0.801612,0.648165,-0.440193,0.00200195
-0.824292,0.635664,-0.458155,0.00148338
-0.80864,0.625069,-0.449771,0.00127769
-0.815923,0.636913,-0.449957,0.00161347
-0.798187,0.621597,-0.440407,0.00175158
-0.806281,0.620447,-0.450267,0.00169114
-0.82976,0.621171,-0.439593,0.00195457
-0.835872,0.637543,-0.447817,0.00202275
-0.859711,0.642352,-0.427009,0.0023015
-0.868732,0.660692,-0.428579,0.00346022
-0.870914,0.68518,-0.393695,0.00519827
-0.867216,0.686398,-0.41875,0.00375489
-0.844313,0.672771,-0.420454,0.00498651
-0.826398,0.683942,-0.428228,0.00253383
-0.848203,0.669989,-0.415283,0.00332126
-0.845966,0.652906,-0.421647,0.00278589
-0.830759,0.639413,-0.438227,0.00253116
-0.809231,0.655496,-0.447185,0.00213197
-0.796252,0.667782,-0.431974,0.00282656
-0.790395,0.689845,-0.407678,0.00371855
-0.774805,0.672868,-0.417997,0.00265687
-0.786888,0.688641,-0.407562,0.00369549
-0.803001,0.688062,-0.401039,0.00442315
-0.819788,0.663706,-0.42423,0.00302241
-0.838253,0.648911,-0.435328,0.00216031
-0.830036,0.626326,-0.447288,0.00232015
-0.839796,0.617287,-0.449646,0.00214787
-0.845814,0.618024,-0.444073,0.00200685
-0.841302,0.638789,-0.426158,0.00258199
-0.827894,0.618347,-0.447232,0.00200056
-0.84578,0.641721,-0.448923,0.00189699
-0.849439,0.643742,-0.444835,0.00219578
-0.849439,0.643742,-0.444835,0.00219578
-0.849439,0.643742,-0.444835,0.00219578
-0.856835,0.644679,-0.420606,0.00412326
-0.852401,0.631839,-0.433542,0.00236758
-0.861517,0.620715,-0.445334,0.00213853
-0.857675,0.635616,-0.447574,0.00226726
-0.856424,0.621723,-0.441793,0.00190662
-0.853023,0.635813,-0.44014,0.00274985
-0.853023,0.635813,-0.44014,0.00274985
-0.868063,0.658719,-0.398383,0.00425223
-0.877632,0.660712,-0.426655,0.00300514
-0.858045,0.680049,-0.406894,0.00368532
-0.858045,0.680049,-0.406894,0.00368532
-0.879302,0.665888,-0.414039,0.00440887
-0.868139,0.642597,-0.44291,0.00222323
-0.868139,0.642597,-0.44291,0.00222323
-0.88415,0.619044,-0.414949,0.00274643
-0.880317,0.602237,-0.435539,0.0022775
-0.888606,0.604286,-0.426633,0.00271982
-0.89082,0.580441,-0.401935,0.00265924
-0.911232,0.600216,-0.414378,0.00345451
-0.927029,0.606438,-0.384173,0.00329057
-0.904817,0.596916,-0.414081,0.00248365
-0.912874,0.575291,-0.399203,0.00287049
-0.889243,0.57772,-0.419521,0.00269815
-0.894453,0.601075,-0.426779,0.00243739
-0.885171,0.604173,-0.419754,0.00237813
-0.873406,0.588133,-0.426399,0.00199952
-0.881665,0.58092,-0.430607,0.00241179
-0.896553,0.570134,-0.401001,0.00240845
-0.919109,0.588716,-0.406102,0.00311224
-0.900698,0.603949,-0.41225,0.00301996
-0.888924,0.628694,-0.413265,0.00399617
-0.893471,0.616284,-0.426603,0.00287381
-0.875521,0.615284,-0.418198,0.00429318
-0.897662,0.639023,-0.397119,0.0057611
-0.916179,0.617087,-0.412274,0.00357603
-0.903623,0.594215,-0.421329,0.00279704
-0.901738,0.580615,-0.402765,0.0027589
-0.909597,0.561595,-0.395937,0.0026047
-0.90695,0.561947,-0.381973,0.00301429
-0.912581,0.568545,-0.386217,0.00286331
-0.919809,0.554432,-0.365919,0.00343862
-0.914961,0.562174,-0.378538,0.0028419
-0.931985,0.552929,-0.353043,0.00318412
-0.956176,0.568767,-0.344698,0.00346438
-0.949635,0.550733,-0.326815,0.00342185
-0.949635,0.550733,-0.326815,0.00342185
-0.946632,0.557251,-0.343945,0.0027806
-0.961449,0.560067,-0.336908,0.00395597
-0.937606,0.578957,-0.375946,0.00319293
-0.937606,0.578957,-0.375946,0.00319293
-0.925698,0.585631,-0.387855,0.00314741
-0.925517,0.574539,-0.382497,0.00252361
-0.931507,0.574277,-0.394256,0.0031216
-0.916745,0.570634,-0.407551,0.0029521
-0.916745,0.570634,-0.407551,0.0029521
-0.931103,0.578612,-0.387746,0.00302552
-0.90861,0.597353,-0.405118,0.00277941
-0.90861,0.597353,-0.405118,0.00277941
-0.883886,0.579159,-0.416012,0.00247688
-0.908135,0.57222,-0.414413,0.00272763
-0.930567,0.577972,-0.390874,0.00347292
