mu,sigma,I,errs
-0.736719,0.728833,-0.392624,0.00325527
-0.736719,0.728833,-0.392624,0.00325527
-0.736719,0.728833,-0.392624,0.00325527
-0.721724,0.746584,-0.362671,0.00587137
-0.696782,0.737264,-0.38268,0.00394829
-0.689746,0.717305,-0.378242,0.00314213
-0.695934,0.705005,-0.375362,0.0028914
-0.720179,0.724407,-0.366234,0.00436053
-0.720385,0.74678,-0.368095,0.00416267
-0.726418,0.733501,-0.372742,0.00564115
-0.732032,0.721138,-0.385004,0.0034567
-0.736291,0.734966,-0.350966,0.00519351
-0.746048,0.720348,-0.390511,0.00355858
-0.748288,0.737763,-0.388879,0.0041243
-0.729346,0.760979,-0.373652,0.00409533
-0.740363,0.779185,-0.367295,0.00450512
-0.726309,0.755577,-0.349846,0.00892665
-0.726309,0.755577,-0.349846,0.00892665
-0.715897,0.76244,-0.351544,0.00516171
-0.715897,0.76244,-0.351544,0.00516171
-0.715897,0.76244,-0.351544,0.00516171
-0.694061,0.769877,-0.36226,0.00499177
-0.694061,0.769877,-0.36226,0.00499177
-0.687714,0.764441,-0.345223,0.00518348
-0.685892,0.772223,-0.336981,0.00660973
-0.671128,0.760074,-0.32815,0.0057069
-0.674902,0.742526,-0.322355,0.00792956
-0.677931,0.742762,-0.353074,0.00492746
-0.671926,0.723353,-0.360605,0.00302776
-0.67932,0.705739,-0.37205,0.00339043
-0.698292,0.684194,-0.400689,0.00298011
-0.694312,0.669562,-0.388296,0.00244665
-0.715241,0.65032,-0.405309,0.0023808
-0.729793,0.659939,-0.429227,0.00209417
-0.705159,0.641656,-0.39518,0.00257408
-0.728257,0.656615,-0.399565,0.00226684
-0.746166,0.677926,-0.400554,0.00356881
-0.754836,0.670758,-0.411921,0.00315065
-0.743744,0.676554,-0.416917,0.00220642
-0.743744,0.676554,-0.416917,0.00220642
-0.753297,0.654867,-0.428001,0.00238937
-0.735524,0.655205,-0.409569,0.00296446
-0.722785,0.643964,-0.413863,0.00190814
-0.73928,0.623997,-0.430673,0.0018055
-0.75535,0.613071,-0.431406,0.00143984
-0.779796,0.623879,-0.446195,0.00141679
-0.793777,0.599235,-0.440387,0.00118457
-0.78684,0.591198,-0.439738,0.00151826
-0.80608,0.605263,-0.436389,0.0014813
-0.814752,0.611384,-0.438977,0.00184949
-0.793966,0.592083,-0.450946,0.0015035
-0.810239,0.590005,-0.437466,0.00191304
-0.78811,0.575719,-0.434909,0.00206291
-0.77848,0.600494,-0.440326,0.00146166
-0.765401,0.620963,-0.438244,0.00147844
-0.754047,0.640926,-0.434002,0.00154299
-0.776147,0.637074,-0.450557,0.00129875
-0.79434,0.622477,-0.445058,0.00160244
-0.810035,0.639845,-0.445509,0.00193428
-0.789726,0.618873,-0.442536,0.00162899
-0.808662,0.599011,-0.444728,0.00164371
-0.822251,0.57562,-0.433665,0.00204654
-0.81096,0.553944,-0.40678,0.00273131
-0.809371,0.567413,-0.433825,0.00202302
-0.78894,0.565063,-0.42757,0.00208193
-0.766532,0.559295,-0.419315,0.00210482
-0.784189,0.548412,-0.400817,0.00237045
-0.768595,0.538437,-0.389866,0.00260459
-0.792657,0.552657,-0.4233,0.00260001
-0.792657,0.552657,-0.4233,0.00260001
-0.794466,0.547657,-0.409711,0.00263929
-0.784546,0.524105,-0.369473,0.0029032
-0.784546,0.524105,-0.369473,0.0029032
-0.783289,0.523044,-0.380488,0.00323697
-0.79708,0.523322,-0.376724,0.00308186
-0.803059,0.516228,-0.340363,0.00319651
-0.801636,0.492378,-0.296281,0.00401627
-0.809738,0.504603,-0.324907,0.00417227
-0.802436,0.499421,-0.316332,0.00429928
-0.802436,0.499421,-0.316332,0.00429928
-0.802436,0.499421,-0.316332,0.00429928
-0.824245,0.492322,-0.285526,0.00408858
-0.824245,0.492322,-0.285526,0.00408858
-0.824245,0.492322,-0.285526,0.00408858
-0.84846,0.507026,-0.331568,0.00422029
-0.84846,0.507026,-0.331568,0.00422029
-0.84846,0.507026,-0.331568,0.00422029
-0.834812,0.495264,-0.275151,0.00428288
-0.834812,0.495264,-0.275151,0.00428288
-0.812482,0.479539,-0.216975,0.00557093
-0.798664,0.480967,-0.240379,0.00473239
-0.789486,0.500527,-0.295173,0.00403318
-0.77353,0.483384,-0.262481,0.00473141
-0.78248,0.507712,-0.34007,0.00392988
-0.78248,0.507712,-0.34007,0.00392988
-0.789856,0.518132,-0.345415,0.00340848
-0.790227,0.523712,-0.359929,0.00317163
-0.784715,0.532282,-0.389648,0.00258905
-0.771532,0.51433,-0.356147,0.00366489
-0.748924,0.536866,-0.380786,0.00261326
-0.748924,0.536866,-0.380786,0.00261326
-0.748093,0.512325,-0.347178,0.00346939
-0.748295,0.504399,-0.324344,0.0034428
-0.748295,0.504399,-0.324344,0.0034428
-0.736596,0.516066,-0.35257,0.0031498
-0.750575,0.519902,-0.360018,0.00399636
-0.763775,0.529251,-0.374326,0.00279329
-0.750629,0.537028,-0.376109,0.00254976
-0.742691,0.542994,-0.393152,0.00284304
-0.75232,0.547561,-0.394417,0.00277982
-0.756361,0.550782,-0.406808,0.002413
-0.756361,0.550782,-0.406808,0.002413
-0.776764,0.574787,-0.432337,0.00194878
-0.794808,0.591771,-0.442915,0.00144835
-0.818202,0.606341,-0.443933,0.00192115
-0.825926,0.61468,-0.441337,0.00187403
-0.804064,0.624478,-0.446223,0.00163265
-0.804064,0.624478,-0.446223,0.00163265
-0.781608,0.632325,-0.440838,0.0022083
-0.786947,0.636227,-0.433645,0.00262473
-0.773719,0.618681,-0.441438,0.00126707
-0.759551,0.606096,-0.423747,0.00183629
-0.753147,0.626,-0.433572,0.0017281
-0.776498,0.647929,-0.439324,0.00157206
-0.776808,0.625707,-0.442152,0.00155956
-0.785525,0.607551,-0.434984,0.00185666
-0.802129,0.623771,-0.447844,0.00141641
-0.7787,0.601026,-0.438372,0.00142153
-0.782832,0.613261,-0.442944,0.00169342
-0.782832,0.613261,-0.442944,0.00169342
-0.797316,0.602091,-0.452191,0.00170472
-0.809732,0.594181,-0.441703,0.00156772
-0.799863,0.612321,-0.449769,0.00128091
-0.793496,0.634224,-0.449158,0.00213006
-0.790787,0.609533,-0.442874,0.00145466
-0.772886,0.604553,-0.446326,0.00131306
-0.775408,0.598226,-0.451504,0.00145361
-0.775512,0.598042,-0.445356,0.00134892
-0.750745,0.590364,-0.429803,0.00167567
-0.768867,0.587608,-0.427933,0.00158782
-0.777386,0.580316,-0.435683,0.00149193
-0.769916,0.567913,-0.42408,0.00196018
-0.763805,0.571357,-0.422333,0.00178856
-0.787555,0.570496,-0.427666,0.00161248
-0.773426,0.592764,-0.441794,0.00157174
-0.773426,0.592764,-0.441794,0.00157174
-0.77949,0.585546,-0.436564,0.00141485
-0.77949,0.585546,-0.436564,0.00141485
-0.79776,0.563482,-0.429762,0.00214796
-0.794922,0.561665,-0.412587,0.00215876
-0.799692,0.563564,-0.424984,0.00207239
-0.799512,0.551143,-0.417262,0.00230626
-0.799512,0.551143,-0.417262,0.00230626
-0.810712,0.556702,-0.426455,0.00222509
-0.80048,0.543442,-0.41643,0.00233035
-0.805351,0.528734,-0.376783,0.00306301
-0.805351,0.528734,-0.376783,0.00306301
-0.805351,0.528734,-0.376783,0.00306301
-0.805351,0.528734,-0.376783,0.00306301
-0.79257,0.529245,-0.383325,0.00278478
-0.80677,0.549214,-0.41134,0.00233504
-0.81935,0.551041,-0.40322,0.00235457
-0.814649,0.528185,-0.349383,0.00341093
-0.800187,0.518511,-0.348981,0.00354778
-0.778735,0.517246,-0.346265,0.00366719
-0.798004,0.503327,-0.318821,0.00450562
-0.798004,0.503327,-0.318821,0.00450562
-0.808831,0.512353,-0.347913,0.00343802
-0.832821,0.531452,-0.359003,0.00298198
-0.820641,0.514888,-0.347798,0.00435587
-0.802978,0.53133,-0.368294,0.00239798
-0.827048,0.545605,-0.402954,0.00274765
-0.827048,0.545605,-0.402954,0.00274765
-0.84642,0.548159,-0.408055,0.00286071
-0.870562,0.555308,-0.395417,0.00247877
-0.856128,0.552508,-0.411584,0.00266548
-0.833461,0.544104,-0.403045,0.00248256
-0.833461,0.544104,-0.403045,0.00248256
-0.858129,0.566856,-0.420779,0.00219289
-0.87182,0.586213,-0.445689,0.00210961
-0.87182,0.586213,-0.445689,0.00210961
-0.852203,0.601841,-0.446635,0.00254986
-0.835345,0.587676,-0.445721,0.00193061
-0.822299,0.603787,-0.451546,0.00151076
-0.824035,0.608718,-0.447561,0.00161297
-0.815378,0.627325,-0.456709,0.0011595
-0.817623,0.650331,-0.434283,0.00243967
-0.817623,0.650331,-0.434283,0.00243967
-0.834949,0.650402,-0.435772,0.00198762
-0.834949,0.650402,-0.435772,0.00198762
-0.834949,0.650402,-0.435772,0.00198762
-0.820422,0.648496,-0.452734,0.00153122
-0.820422,0.648496,-0.452734,0.00153122
-0.820422,0.648496,-0.452734,0.00153122
-0.820422,0.648496,-0.452734,0.00153122
-0.835474,0.667007,-0.431568,0.00344121
-0.811467,0.687168,-0.420173,0.00282205
-0.799692,0.686906,-0.398729,0.00432817
-0.800144,0.696362,-0.379113,0.00580605
-0.81918,0.697423,-0.41407,0.00401226
-0.799962,0.704176,-0.398189,0.00425439
-0.804447,0.729162,-0.362701,0.00528957
-0.800152,0.736726,-0.383323,0.00505866
-0.805064,0.715086,-0.377928,0.00538547
-0.805064,0.715086,-0.377928,0.00538547
-0.810933,0.729258,-0.380142,0.00484517
-0.801974,0.738841,-0.378881,0.00530188
-0.778203,0.74495,-0.341539,0.00763448
-0.764281,0.755732,-0.365265,0.00565087
-0.743248,0.743127,-0.367901,0.00442375
-0.74811,0.7443,-0.333641,0.0074207
-0.72645,0.768626,-0.317645,0.00729536
-0.736889,0.785214,-0.367467,0.0050402
-0.736889,0.785214,-0.367467,0.0050402
-0.736889,0.785214,-0.367467,0.0050402
-0.736889,0.785214,-0.367467,0.0050402
-0.736889,0.785214,-0.367467,0.0050402
-0.736889,0.785214,-0.367467,0.0050402
-0.753503,0.761585,-0.357764,0.00465216
-0.778029,0.781845,-0.314399,0.00726169
-0.794753,0.781207,-0.327123,0.00840879
-0.802142,0.773916,-0.367671,0.00532316
-0.802142,0.773916,-0.367671,0.00532316
-0.802142,0.773916,-0.367671,0.00532316
-0.802142,0.773916,-0.367671,0.00532316
-0.808583,0.759282,-0.365434,0.0056175
-0.791617,0.770326,-0.325858,0.00672469
-0.772365,0.79098,-0.309072,0.0073611
-0.748393,0.793631,-0.330096,0.0064057
-0.748393,0.793631,-0.330096,0.0064057
-0.772615,0.797514,-0.308313,0.00842697
-0.762943,0.775739,-0.339096,0.00562262
-0.778787,0.771414,-0.357798,0.00492953
-0.778787,0.771414,-0.357798,0.00492953
-0.775181,0.755302,-0.345172,0.00601166
-0.762865,0.740023,-0.367758,0.00841841
-0.762865,0.740023,-0.367758,0.00841841
-0.749944,0.740158,-0.357798,0.00556295
-0.75475,0.751792,-0.369336,0.00513818
-0.760693,0.74076,-0.370155,0.00455618
-0.742997,0.725438,-0.353951,0.00679668
-0.730678,0.75031,-0.34652,0.00515548
-0.717899,0.737308,-0.379561,0.00395305
-0.717899,0.737308,-0.379561,0.00395305
-0.717899,0.737308,-0.379561,0.00395305
-0.700217,0.73856,-0.382652,0.00423442
-0.700217,0.73856,-0.382652,0.00423442
-0.711995,0.755493,-0.354714,0.00387902
-0.699752,0.735627,-0.362712,0.00476134
-0.675887,0.719413,-0.356456,0.00296997
-0.664801,0.701003,-0.366967,0.00304676
-0.683222,0.679651,-0.372579,0.00281233
-0.705865,0.655093,-0.406119,0.00257282
-0.713586,0.672834,-0.404691,0.00247917
-0.719214,0.669498,-0.403135,0.00220307
-0.735313,0.682021,-0.409044,0.00243024
-0.713602,0.681686,-0.371222,0.00397483
-0.689363,0.69201,-0.394911,0.00258075
-0.667252,0.685843,-0.37418,0.00250663
-0.683171,0.688036,-0.370563,0.00287383
-0.683171,0.688036,-0.370563,0.00287383
-0.685113,0.670531,-0.375907,0.00244758
-0.685272,0.650408,-0.383288,0.00238985
-0.681279,0.651444,-0.389739,0.00271125
-0.703304,0.657527,-0.385789,0.00212875
-0.702882,0.656644,-0.399853,0.00242451
-0.702882,0.656644,-0.399853,0.00242451
-0.720248,0.643193,-0.41426,0.00206096
-0.720248,0.643193,-0.41426,0.00206096
-0.715957,0.641144,-0.409397,0.00198681
-0.715957,0.641144,-0.409397,0.00198681
-0.69226,0.663309,-0.390327,0.00216173
-0.672597,0.685731,-0.358234,0.00299748
-0.691234,0.70664,-0.359749,0.00465712
-0.673745,0.700893,-0.363925,0.00305444
-0.680639,0.690506,-0.381087,0.0031965
-0.67134,0.676278,-0.376982,0.00225174
-0.690161,0.675422,-0.384422,0.0023537
-0.707171,0.68581,-0.405563,0.00246504
-0.702216,0.680949,-0.37801,0.00260412
-0.7,0.700209,-0.378003,0.00260134
-0.712402,0.685523,-0.388968,0.00303693
-0.700516,0.697537,-0.38729,0.00366699
-0.700516,0.697537,-0.38729,0.00366699
-0.697442,0.680993,-0.390001,0.00304657
-0.686129,0.669457,-0.40865,0.00255276
-0.704326,0.674739,-0.402469,0.00257842
-0.704326,0.674739,-0.402469,0.00257842
-0.704326,0.674739,-0.402469,0.00257842
-0.692788,0.674753,-0.393385,0.0038309
-0.717603,0.655435,-0.402548,0.00308488
-0.719691,0.639647,-0.418179,0.00235898
-0.727326,0.653656,-0.42058,0.00224769
-0.741328,0.655293,-0.41893,0.00260594
-0.728302,0.633098,-0.421028,0.00172923
-0.719631,0.652922,-0.406451,0.00339837
-0.736198,0.666141,-0.414009,0.00262287
-0.752286,0.656099,-0.422734,0.00232438
-0.767782,0.647225,-0.435584,0.00151009
-0.756021,0.647535,-0.427079,0.00225389
-0.758195,0.626694,-0.434544,0.00175889
-0.760723,0.635934,-0.442208,0.00166766
-0.760723,0.635934,-0.442208,0.00166766
-0.778575,0.629716,-0.442493,0.00155816
-0.784365,0.62079,-0.445843,0.00171792
-0.762544,0.616656,-0.435173,0.00140755
-0.757093,0.630024,-0.438567,0.00148501
-0.781718,0.620341,-0.444555,0.00140289
-0.763563,0.633754,-0.438431,0.00166393
-0.765288,0.633515,-0.42439,0.00260899
-0.751271,0.65374,-0.427058,0.00173044
-0.74339,0.644067,-0.41753,0.0029286
-0.763857,0.657277,-0.431428,0.00256271
-0.75444,0.681265,-0.408092,0.00286306
-0.773116,0.703367,-0.407194,0.00378977
-0.757496,0.702059,-0.397219,0.00301723
-0.733635,0.70195,-0.382717,0.00401918
-0.70868,0.680765,-0.403168,0.0024989
-0.731295,0.698522,-0.395348,0.00335613
-0.728302,0.716021,-0.382209,0.0032369
-0.711113,0.705192,-0.384154,0.00269453
-0.727684,0.723761,-0.389217,0.00351185
-0.713947,0.709257,-0.368568,0.00660909
-0.730437,0.702456,-0.391583,0.00302516
-0.730437,0.702456,-0.391583,0.00302516
-0.730437,0.702456,-0.391583,0.00302516
-0.735929,0.707151,-0.393478,0.00419051
-0.719163,0.697583,-0.402894,0.00282121
-0.724212,0.681662,-0.405498,0.00264345
-0.724212,0.681662,-0.405498,0.00264345
-0.710678,0.679606,-0.39116,0.00237786
-0.72615,0.66368,-0.421113,0.00190111
-0.720104,0.657704,-0.406731,0.00202273
-0.738998,0.669155,-0.413226,0.00240163
-0.717877,0.664905,-0.409083,0.00280221
-0.717877,0.664905,-0.409083,0.00280221
-0.73256,0.65954,-0.410364,0.00219407
-0.710487,0.663369,-0.401919,0.00251741
-0.721122,0.674389,-0.416713,0.00180114
-0.741759,0.652265,-0.430019,0.00189734
-0.741759,0.652265,-0.430019,0.00189734
-0.735389,0.656943,-0.412684,0.00191233
-0.742689,0.641638,-0.420277,0.00174318
-0.7641,0.654099,-0.423206,0.00299847
-0.754009,0.633874,-0.432251,0.00179189
-0.73042,0.633528,-0.423336,0.00197462
-0.753618,0.614496,-0.439069,0.0016723
-0.734765,0.61712,-0.428051,0.00154257
-0.732835,0.62707,-0.417511,0.00207274
-0.723899,0.608645,-0.422561,0.00187293
-0.723899,0.608645,-0.422561,0.00187293
-0.719327,0.589293,-0.411771,0.00174419
-0.74322,0.565133,-0.415723,0.00225326
-0.730729,0.563674,-0.394267,0.00209137
-0.737579,0.569582,-0.408621,0.00223709
-0.737579,0.569582,-0.408621,0.00223709
-0.737991,0.590866,-0.427751,0.00177358
-0.742572,0.602832,-0.431968,0.00191557
-0.736148,0.612947,-0.424224,0.00181565
-0.755716,0.632145,-0.425861,0.0028577
-0.740497,0.609189,-0.424936,0.00161442
-0.744195,0.60988,-0.424035,0.0018483
-0.761838,0.631215,-0.432206,0.00149207
-0.758793,0.620131,-0.440236,0.00130409
-0.757446,0.603194,-0.43529,0.0014758
-0.768829,0.580203,-0.434243,0.00175656
-0.752594,0.567239,-0.41509,0.00169557
-0.77227,0.588349,-0.44546,0.002088
-0.786793,0.566802,-0.417253,0.00201041
-0.78577,0.575336,-0.428095,0.0018629
-0.795327,0.58383,-0.437679,0.00178832
-0.800179,0.55938,-0.422057,0.00244871
-0.800179,0.55938,-0.422057,0.00244871
-0.823163,0.54334,-0.400421,0.0025576
-0.80004,0.535024,-0.378499,0.00326835
-0.804323,0.543637,-0.386219,0.00254581
-0.818385,0.554531,-0.417942,0.00222839
-0.794741,0.566212,-0.426554,0.00221634
-0.809868,0.56313,-0.422748,0.00233682
-0.818135,0.546387,-0.40465,0.00257262
-0.817051,0.560441,-0.431582,0.00240622
-0.80452,0.547915,-0.397424,0.00276154
-0.818913,0.538163,-0.387866,0.00265798
-0.815092,0.55768,-0.418895,0.00255001
-0.80998,0.55261,-0.408641,0.00237958
-0.804943,0.576266,-0.434686,0.00186851
-0.80385,0.585931,-0.441358,0.00170183
-0.825263,0.598478,-0.441754,0.00136107
-0.832084,0.603513,-0.443573,0.00159714
-0.842414,0.612102,-0.444386,0.00166744
-0.842414,0.612102,-0.444386,0.00166744
-0.842195,0.599355,-0.441388,0.0020831
-0.829855,0.603745,-0.444409,0.00186992
-0.840551,0.600608,-0.430737,0.00172443
-0.824418,0.608328,-0.438717,0.0015682
-0.839769,0.59167,-0.446459,0.00154392
-0.839769,0.59167,-0.446459,0.00154392
-0.818305,0.591527,-0.442189,0.00173438
-0.795063,0.589292,-0.444791,0.00164808
-0.794649,0.571595,-0.437303,0.00191963
-0.781969,0.580617,-0.428034,0.00166603
-0.768917,0.591081,-0.430342,0.00138811
-0.756109,0.57964,-0.429469,0.002032
-0.772763,0.599712,-0.433596,0.00150795
-0.791303,0.618165,-0.432978,0.00205054
-0.816094,0.627432,-0.454914,0.00165092
-0.816094,0.627432,-0.454914,0.00165092
-0.833822,0.610581,-0.446052,0.00193451
-0.81488,0.620957,-0.451949,0.0022838
-0.80371,0.611981,-0.439337,0.00145944
-0.795266,0.595014,-0.451805,0.00124043
-0.795266,0.595014,-0.451805,0.00124043
-0.776451,0.598515,-0.443658,0.00125538
-0.776451,0.598515,-0.443658,0.00125538
-0.776451,0.598515,-0.443658,0.00125538
-0.777198,0.615448,-0.43761,0.00132275
-0.777674,0.610803,-0.451095,0.00134305
-0.793297,0.598553,-0.448628,0.00128222
-0.813906,0.623053,-0.449974,0.00177122
-0.824344,0.631566,-0.440772,0.00232238
-0.817325,0.653129,-0.442209,0.00223519
-0.804252,0.657758,-0.436537,0.00256078
-0.790787,0.673821,-0.418358,0.00249163
-0.797903,0.677925,-0.408691,0.00387778
-0.810371,0.685622,-0.411663,0.0037878
-0.812288,0.668705,-0.421667,0.00283166
-0.795465,0.653276,-0.438777,0.00180037
-0.795465,0.653276,-0.438777,0.00180037
-0.815152,0.677712,-0.421422,0.00341089
-0.80486,0.657166,-0.432192,0.00205015
-0.813676,0.680009,-0.445997,0.00197486
-0.791636,0.687281,-0.433116,0.00318017
-0.791636,0.687281,-0.433116,0.00318017
-0.769538,0.662398,-0.429584,0.00238143
-0.769196,0.643253,-0.441932,0.00155899
-0.769196,0.643253,-0.441932,0.00155899
-0.769196,0.643253,-0.441932,0.00155899
-0.750123,0.625126,-0.437599,0.00175246
-0.760991,0.639661,-0.428368,0.00186342
-0.754552,0.661879,-0.427671,0.00204503
-0.754552,0.661879,-0.427671,0.00204503
-0.778296,0.682867,-0.425653,0.0021659
-0.7544,0.696603,-0.413697,0.00260093
-0.735807,0.710077,-0.396225,0.00270094
-0.738108,0.715326,-0.377381,0.00402774
-0.716104,0.728195,-0.382503,0.00360583
-0.716104,0.728195,-0.382503,0.00360583
-0.713987,0.736934,-0.382039,0.00367611
-0.718909,0.723301,-0.388459,0.00326044
-0.700677,0.703175,-0.371365,0.00316075
-0.697356,0.684707,-0.390883,0.00252709
-0.686145,0.665733,-0.399526,0.00238747
-0.686145,0.665733,-0.399526,0.00238747
-0.686145,0.665733,-0.399526,0.00238747
-0.666511,0.663676,-0.375955,0.00316843
-0.678793,0.654192,-0.386978,0.00280136
-0.675419,0.650336,-0.391852,0.00285013
-0.678785,0.640981,-0.397503,0.002488
-0.678785,0.640981,-0.397503,0.002488
-0.690206,0.651076,-0.394342,0.00340595
-0.680118,0.662589,-0.385132,0.00281879
-0.666146,0.674758,-0.371317,0.00258574
-0.685699,0.665443,-0.379875,0.00251856
-0.693611,0.672057,-0.387732,0.00301222
-0.697802,0.66075,-0.394965,0.00238437
-0.702909,0.673195,-0.393613,0.00239562
-0.72698,0.649001,-0.423397,0.00196408
-0.72698,0.649001,-0.423397,0.00196408
-0.743808,0.657732,-0.417957,0.00221251
-0.753879,0.663351,-0.417437,0.00211527
-0.773463,0.653665,-0.422784,0.00224085
-0.787542,0.676194,-0.426389,0.00259564
-0.773668,0.656661,-0.42807,0.00240239
-0.764108,0.653298,-0.426437,0.00185104
-0.755966,0.675702,-0.425855,0.00235133
-0.73166,0.700678,-0.399854,0.00251025
-0.715561,0.696528,-0.368303,0.00331263
-0.733363,0.715868,-0.391525,0.00331415
-0.751605,0.730735,-0.379904,0.00414921
-0.758436,0.736591,-0.362329,0.00533046
-0.737166,0.761162,-0.351536,0.0055275
-0.746886,0.756728,-0.380652,0.00429499
-0.728561,0.768916,-0.332234,0.00802386
-0.74854,0.793204,-0.303725,0.0101713
-0.741207,0.781421,-0.335341,0.00588032
-0.741207,0.781421,-0.335341,0.00588032
-0.764552,0.797581,-0.341449,0.00602205
-0.763156,0.788273,-0.346917,0.00683032
-0.763156,0.788273,-0.346917,0.00683032
-0.745105,0.785715,-0.303961,0.00857549
-0.749364,0.801629,-0.319914,0.00748465
-0.749364,0.801629,-0.319914,0.00748465
-0.761307,0.784245,-0.293366,0.0106401
-0.754781,0.774353,-0.324502,0.00673851
-0.762294,0.787756,-0.340361,0.00773452
-0.747815,0.783563,-0.330253,0.00780555
-0.767211,0.783772,-0.311418,0.00851402
-0.753886,0.791239,-0.34248,0.00535368
-0.74075,0.808278,-0.361474,0.0048411
-0.717507,0.790326,-0.354691,0.00361871
-0.724668,0.769898,-0.355939,0.00418902
-0.724668,0.769898,-0.355939,0.00418902
-0.702834,0.790711,-0.314311,0.0068055
-0.702834,0.790711,-0.314311,0.0068055
-0.713465,0.77858,-0.358786,0.00463204
-0.717436,0.801477,-0.306834,0.00627342
-0.717436,0.801477,-0.306834,0.00627342
-0.697329,0.813142,-0.31963,0.00617773
-0.689183,0.797667,-0.332214,0.00578841
-0.682189,0.785718,-0.321831,0.00611181
-0.657837,0.785062,-0.330114,0.00551663
-0.657837,0.785062,-0.330114,0.00551663
-0.680094,0.786414,-0.338055,0.00700826
-0.664255,0.810718,-0.314586,0.00411543
-0.680102,0.809343,-0.311609,0.00935339
-0.680102,0.809343,-0.311609,0.00935339
-0.671037,0.786898,-0.331304,0.00501668
-0.670395,0.768597,-0.303965,0.00740272
-0.691956,0.756392,-0.371461,0.00384029
-0.691956,0.756392,-0.371461,0.00384029
-0.684568,0.779574,-0.366156,0.00414021
-0.701752,0.756223,-0.371553,0.00383829
-0.705219,0.779503,-0.315158,0.00677619
-0.728794,0.77109,-0.35086,0.00463041
-0.721448,0.771132,-0.360178,0.00446421
-0.719499,0.778492,-0.376642,0.00350158
-0.731258,0.762745,-0.352048,0.00522262
-0.731541,0.773956,-0.351833,0.00575622
-0.731541,0.773956,-0.351833,0.00575622
-0.725591,0.776012,-0.322458,0.00684518
-0.73528,0.798334,-0.367825,0.0046486
-0.715046,0.810679,-0.258309,0.0122331
-0.696436,0.791627,-0.339261,0.0044856
-0.679333,0.778462,-0.31413,0.00714904
-0.679333,0.778462,-0.31413,0.00714904
-0.699462,0.777737,-0.339466,0.00450748
-0.714133,0.755613,-0.333581,0.00484771
-0.723881,0.756924,-0.374611,0.00363858
-0.728861,0.781489,-0.358437,0.00539107
-0.744818,0.793029,-0.362607,0.00463087
-0.744818,0.793029,-0.362607,0.00463087
-0.744818,0.793029,-0.362607,0.00463087
-0.733461,0.789363,-0.331211,0.00593254
-0.733461,0.789363,-0.331211,0.00593254
-0.749737,0.770043,-0.374547,0.00436836
-0.748029,0.783169,-0.299621,0.00967055
-0.771615,0.760846,-0.310995,0.00888338
-0.772913,0.751818,-0.386016,0.00545492
-0.772913,0.751818,-0.386016,0.00545492
-0.764236,0.770952,-0.357665,0.00499741
-0.764236,0.770952,-0.357665,0.00499741
-0.776688,0.775443,-0.327342,0.00640514
-0.797331,0.768706,-0.33667,0.00696014
-0.797331,0.768706,-0.33667,0.00696014
-0.816675,0.767324,-0.380085,0.0053574
-0.816675,0.767324,-0.380085,0.0053574
-0.816675,0.767324,-0.380085,0.0053574
-0.816675,0.767324,-0.380085,0.0053574
-0.816675,0.767324,-0.380085,0.0053574
-0.811223,0.760172,-0.370701,0.00500521
-0.811223,0.760172,-0.370701,0.00500521
-0.811223,0.760172,-0.370701,0.00500521
-0.834116,0.743191,-0.363713,0.00567132
-0.819325,0.727687,-0.381497,0.00524579
-0.819325,0.727687,-0.381497,0.00524579
-0.821119,0.72791,-0.395023,0.00419451
-0.821119,0.72791,-0.395023,0.00419451
-0.805531,0.719029,-0.402366,0.00528073
-0.793552,0.724472,-0.408891,0.00293794
-0.793552,0.724472,-0.408891,0.00293794
-0.817112,0.706621,-0.393655,0.00471723
-0.810118,0.69239,-0.399188,0.00463441
-0.806486,0.681111,-0.429946,0.00301074
-0.817012,0.703489,-0.390696,0.00542519
-0.7999,0.691278,-0.408986,0.00354885
-0.813411,0.688743,-0.423592,0.00319177
-0.812908,0.676052,-0.416915,0.00290801
-0.812908,0.676052,-0.416915,0.00290801
-0.817342,0.674378,-0.409539,0.00444524
-0.804718,0.66961,-0.420091,0.00334906
-0.80683,0.654782,-0.431816,0.00274198
-0.784576,0.654162,-0.440592,0.00199854
-0.799583,0.672216,-0.408407,0.003901
-0.796496,0.665696,-0.424635,0.00325328
-0.806614,0.643993,-0.44981,0.00206494
-0.829164,0.653158,-0.449247,0.00167037
-0.846602,0.635761,-0.44355,0.00187019
-0.865945,0.655532,-0.416476,0.00316663
-0.848721,0.647186,-0.438575,0.00226146
-0.827311,0.632715,-0.44533,0.00189642
-0.824155,0.647392,-0.444356,0.0022327
-0.806083,0.63137,-0.435176,0.00263438
-0.797579,0.634459,-0.441038,0.0015449
-0.813197,0.625041,-0.43858,0.00202497
-0.809783,0.6171,-0.446944,0.00172448
-0.818869,0.606373,-0.44762,0.0014657
-0.8221,0.606699,-0.433908,0.00247044
-0.843344,0.593629,-0.440663,0.0016145
-0.843344,0.593629,-0.440663,0.0016145
-0.860942,0.606292,-0.428646,0.00205223
-0.85305,0.615644,-0.440667,0.00262169
-0.860864,0.610819,-0.443754,0.00236069
-0.883088,0.589003,-0.431872,0.00211718
-0.885256,0.58818,-0.427759,0.00219521
-0.89096,0.589808,-0.416139,0.00247592
-0.904404,0.597435,-0.416145,0.00283363
-0.904404,0.597435,-0.416145,0.00283363
-0.892191,0.585912,-0.413619,0.00265182
