nBlocks,directCall,discreteCall,directCallErr,discreteCallErr,directPut,discretePut,directPutErr,discretePutErr
934,14.865,14.9823,0.0633351,0.0659479,5.46158,5.46173,0.0290209,0.0286934
935,14.8664,14.9848,0.0632831,0.0659254,5.46266,5.46167,0.0290098,0.0286628
936,14.865,14.9844,0.0632296,0.0658563,5.46368,5.46224,0.0289966,0.0286379
937,14.87,14.9883,0.0633595,0.0659034,5.46273,5.46043,0.0289812,0.0286646
938,14.8721,14.9879,0.0633269,0.0658342,5.46051,5.46012,0.0290351,0.0286357
939,14.8686,14.987,0.0633562,0.0657702,5.46052,5.46108,0.0290042,0.0286212
940,14.8659,14.9861,0.063349,0.0657069,5.46076,5.46052,0.0289743,0.0285962
941,14.8646,14.9857,0.0632937,0.0656383,5.46014,5.46148,0.02895,0.0285817
942,14.8684,14.9903,0.0633404,0.065726,5.45966,5.46084,0.0289234,0.0285584
943,14.8671,14.988,0.063287,0.0656942,5.45936,5.46033,0.0288942,0.0285327
944,14.8653,14.9864,0.0632451,0.0656443,5.45968,5.45988,0.0288654,0.0285061
945,14.867,14.9864,0.0632011,0.0655749,5.45865,5.45907,0.0288532,0.0284874
946,14.8682,14.9867,0.0631445,0.0655063,5.45942,5.458,0.0288331,0.0284774
947,14.8644,14.983,0.063193,0.0655401,5.46203,5.45749,0.0289203,0.028452
948,14.8667,14.986,0.0631678,0.0655411,5.46325,5.45771,0.0289155,0.0284228
949,14.871,14.9869,0.0632504,0.0654774,5.46287,5.4586,0.0288875,0.028407
950,14.8689,14.9851,0.0632175,0.0654337,5.46421,5.45899,0.0288881,0.0283797
951,14.8718,14.9818,0.0632145,0.0654457,5.46405,5.45875,0.0288581,0.0283509
952,14.8727,14.9805,0.0631549,0.0653902,5.46291,5.46014,0.0288506,0.0283553
953,14.8696,14.9801,0.0631649,0.0653226,5.46384,5.45895,0.0288355,0.0283507
954,14.8681,14.9775,0.0631155,0.0653075,5.46493,5.46092,0.0288258,0.0283897
955,14.8646,14.9767,0.0631499,0.0652435,5.46446,5.4607,0.0287995,0.0283608
956,14.8648,14.9772,0.0630842,0.0651768,5.46409,5.46015,0.0287718,0.0283365
957,14.8643,14.9792,0.0630203,0.0651406,5.46532,5.46077,0.0287682,0.0283136
958,14.8677,14.9754,0.0630482,0.0651869,5.46517,5.46252,0.0287385,0.0283384
959,14.8691,14.9755,0.0629978,0.0651191,5.46461,5.4631,0.028714,0.0283148
960,14.8718,14.9777,0.0629897,0.0650891,5.46211,5.46287,0.028793,0.0282863
961,14.8694,14.9799,0.0629708,0.0650596,5.46067,5.46172,0.0287993,0.0282803
962,14.8759,14.9802,0.0632392,0.0649924,5.46037,5.45982,0.0287709,0.0283144
963,14.873,14.9808,0.0632366,0.0649283,5.46116,5.45921,0.0287519,0.0282917
964,14.8763,14.9791,0.0632563,0.0648832,5.46027,5.45905,0.0287358,0.0282628
965,14.8743,14.9791,0.0632233,0.064816,5.463,5.45941,0.0288354,0.0282357
966,14.8735,14.9795,0.0631629,0.0647501,5.46213,5.45875,0.0288188,0.0282142
967,14.8719,14.98,0.0631189,0.0646852,5.4625,5.45842,0.0287914,0.0281869
968,14.8695,14.9779,0.0630973,0.064653,5.46211,5.45735,0.0287643,0.0281781
969,14.8714,14.977,0.0630606,0.0645937,5.46139,5.45684,0.0287436,0.0281538
970,14.8708,14.9772,0.0629989,0.0645277,5.46134,5.45832,0.028714,0.0281641
971,14.8718,14.9782,0.0629421,0.0644685,5.46098,5.45908,0.0286867,0.0281453
972,14.873,14.9762,0.0628885,0.0644326,5.45985,5.45964,0.0286793,0.0281219
973,14.8764,14.9749,0.0629161,0.06438,5.45984,5.45952,0.0286499,0.0280933
974,14.8764,14.9752,0.0628515,0.0643144,5.46017,5.45877,0.0286224,0.0280743
975,14.8769,14.9733,0.0627893,0.0642759,5.46015,5.45946,0.0285931,0.028054
976,14.8754,14.9728,0.0627427,0.0642115,5.45964,5.45877,0.0285685,0.0280337
977,14.8718,14.9679,0.0627834,0.064336,5.46055,5.45944,0.0285537,0.028013
978,14.8704,14.9666,0.0627337,0.0642843,5.46064,5.45903,0.0285247,0.0279874
979,14.8667,14.9657,0.0627831,0.064224,5.46215,5.45908,0.028536,0.0279589
980,14.8668,14.9663,0.0627193,0.0641611,5.46051,5.45817,0.0285542,0.027945
981,14.8714,14.9663,0.0628192,0.0640958,5.46004,5.45735,0.028529,0.0279286
982,14.8703,14.9678,0.062764,0.0640478,5.4604,5.45658,0.0285022,0.0279109
983,14.8691,14.9662,0.0627113,0.0640005,5.46023,5.45673,0.0284737,0.0278829
984,14.8674,14.9684,0.062672,0.0639721,5.46005,5.45567,0.0284454,0.0278746
985,14.8655,14.9686,0.0626373,0.0639075,5.4595,5.45722,0.0284218,0.0278891
986,14.8665,14.9683,0.0625822,0.0638437,5.45915,5.45789,0.0283951,0.0278689
987,14.8676,14.9697,0.0625277,0.0637947,5.4604,5.45804,0.0283938,0.0278411
988,14.8667,14.972,0.062471,0.0637712,5.45915,5.45769,0.0283927,0.0278151
989,14.8652,14.9726,0.062425,0.0637102,5.45849,5.45628,0.0283717,0.0278227
990,14.8633,14.9708,0.0623922,0.063672,5.45783,5.45744,0.0283507,0.0278189
991,14.8622,14.9717,0.0623381,0.0636138,5.4583,5.45857,0.0283259,0.0278136
992,14.8613,14.9657,0.0622813,0.0638344,5.45776,5.46165,0.0283024,0.0279565
993,14.8594,14.966,0.0622489,0.0637709,5.45802,5.4612,0.028275,0.0279321
994,14.8588,14.9625,0.0621888,0.0637998,5.45797,5.46289,0.0282466,0.0279556
995,14.8593,14.9613,0.0621283,0.0637476,5.45783,5.46356,0.0282186,0.0279355
996,14.8594,14.9619,0.062066,0.0636864,5.4571,5.46396,0.0281996,0.0279103
997,14.8592,14.9606,0.0620041,0.0636352,5.45621,5.46301,0.0281855,0.0278985
998,14.8563,14.9576,0.0620116,0.0636439,5.45726,5.46532,0.028177,0.0279655
999,14.8548,14.9595,0.0619668,0.0636092,5.45748,5.46446,0.0281496,0.0279506
