mu,sigma,integral,error
0.761672,0.639183,-0.431624,0.00196887
0.761672,0.639183,-0.431624,0.00196887
0.761672,0.639183,-0.431624,0.00196887
0.761672,0.639183,-0.431624,0.00196887
0.753295,0.652296,-0.427029,0.0018933
0.753295,0.652296,-0.427029,0.0018933
0.767876,0.66914,-0.431277,0.00239719
0.78155,0.693636,-0.424459,0.00282632
0.796142,0.674305,-0.430438,0.00294624
0.776136,0.653582,-0.434982,0.00162483
0.756673,0.637462,-0.429023,0.00188677
0.763098,0.658116,-0.430092,0.0016305
0.763098,0.658116,-0.430092,0.0016305
0.784956,0.636084,-0.451055,0.00138016
0.779209,0.62357,-0.441619,0.00186754
0.760684,0.60988,-0.43632,0.00142087
0.756888,0.58742,-0.435666,0.00181496
0.760421,0.609326,-0.436292,0.0016001
0.764842,0.63291,-0.435651,0.00179904
0.77281,0.651238,-0.434551,0.00164863
0.777013,0.645081,-0.427253,0.00247246
0.762149,0.655853,-0.43229,0.00183241
0.762149,0.655853,-0.43229,0.00183241
0.762149,0.655853,-0.43229,0.00183241
0.77487,0.672965,-0.422196,0.00208778
0.750837,0.657332,-0.437974,0.00210161
0.750837,0.657332,-0.437974,0.00210161
0.750837,0.657332,-0.437974,0.00210161
0.750837,0.657332,-0.437974,0.00210161
0.750837,0.657332,-0.437974,0.00210161
0.732045,0.635017,-0.421078,0.00185507
0.733083,0.645581,-0.422091,0.00191813
0.733083,0.645581,-0.422091,0.00191813
0.757403,0.647748,-0.441591,0.00231058
0.757403,0.647748,-0.441591,0.00231058
0.757403,0.647748,-0.441591,0.00231058
0.750993,0.649141,-0.423313,0.00276694
0.750993,0.649141,-0.423313,0.00276694
0.734029,0.630413,-0.419541,0.00232445
0.71373,0.62284,-0.41267,0.0023526
0.732137,0.612077,-0.431726,0.00158685
0.741357,0.599137,-0.431993,0.00176757
0.741357,0.599137,-0.431993,0.00176757
0.755072,0.590428,-0.430723,0.00179068
0.757425,0.581051,-0.428028,0.00182716
0.752214,0.583117,-0.430829,0.00189652
0.760134,0.573983,-0.425568,0.00190854
0.744338,0.574733,-0.416345,0.00201448
0.745126,0.57168,-0.425049,0.0019047
0.745126,0.57168,-0.425049,0.0019047
0.732961,0.555035,-0.393316,0.00241218
0.737258,0.567963,-0.407395,0.00222027
0.753421,0.551272,-0.397237,0.00243612
0.731541,0.560423,-0.40447,0.00231184
0.732567,0.570607,-0.40553,0.0017754
0.750451,0.558587,-0.410085,0.00195516
0.750451,0.558587,-0.410085,0.00195516
0.730633,0.551847,-0.398626,0.00249974
0.730505,0.546287,-0.402897,0.00265723
0.737341,0.551627,-0.401741,0.00267417
0.727397,0.558916,-0.405004,0.00220172
0.722539,0.567779,-0.409159,0.00205681
0.698336,0.544499,-0.37695,0.0027901
0.700651,0.563348,-0.391373,0.00246887
0.701635,0.555115,-0.382657,0.00237967
0.693478,0.577038,-0.388665,0.00260329
0.69741,0.574363,-0.384662,0.00254052
0.703103,0.570157,-0.387079,0.00202876
0.683528,0.56655,-0.377065,0.00263728
0.680451,0.558571,-0.356078,0.0023799
0.691428,0.560717,-0.374302,0.00275656
0.689345,0.559565,-0.386079,0.00292174
0.683999,0.562567,-0.385023,0.00267423
0.686845,0.584075,-0.390881,0.00218054
0.709447,0.604281,-0.412312,0.00192871
0.692217,0.587865,-0.390196,0.00222591
0.673274,0.569194,-0.38294,0.00252919
0.673274,0.569194,-0.38294,0.00252919
0.673274,0.569194,-0.38294,0.00252919
0.662572,0.569358,-0.380711,0.00321427
0.662572,0.569358,-0.380711,0.00321427
0.65272,0.581801,-0.364925,0.00302696
0.658247,0.575617,-0.355401,0.00298242
0.658247,0.575617,-0.355401,0.00298242
0.674661,0.56178,-0.362968,0.00279484
0.655488,0.584826,-0.36089,0.00293072
0.663851,0.567742,-0.360404,0.00284104
0.678906,0.591211,-0.368501,0.00267429
0.684244,0.595008,-0.38361,0.00245597
0.685874,0.614826,-0.386829,0.00220689
0.685874,0.614826,-0.386829,0.00220689
0.685874,0.614826,-0.386829,0.00220689
0.694267,0.61911,-0.415436,0.00243712
0.688614,0.594361,-0.399128,0.00233473
0.712676,0.592645,-0.415194,0.00217384
0.69091,0.616416,-0.419345,0.0023263
0.69091,0.616416,-0.419345,0.0023263
0.69091,0.616416,-0.419345,0.0023263
0.69091,0.616416,-0.419345,0.0023263
0.69091,0.616416,-0.419345,0.0023263
0.682418,0.606178,-0.387689,0.00218575
0.701152,0.611754,-0.413338,0.00213565
0.701152,0.611754,-0.413338,0.00213565
0.703261,0.595939,-0.394703,0.00193865
0.687681,0.591372,-0.387249,0.00214523
0.682282,0.606063,-0.395479,0.00259531
0.670759,0.601466,-0.385136,0.00249604
0.688691,0.622263,-0.397354,0.00227183
0.688691,0.622263,-0.397354,0.00227183
0.707793,0.610456,-0.404829,0.00209299
0.732475,0.630356,-0.422269,0.00185974
0.732475,0.630356,-0.422269,0.00185974
0.743565,0.645855,-0.424028,0.00191109
0.745155,0.631892,-0.420787,0.00175051
0.748426,0.653843,-0.431527,0.00223283
0.741982,0.675516,-0.418839,0.00233518
0.738418,0.678081,-0.42224,0.0020521
0.738418,0.678081,-0.42224,0.0020521
0.726313,0.668301,-0.403597,0.00191615
0.746005,0.681626,-0.419467,0.00239309
0.733104,0.700583,-0.401823,0.00264571
0.733104,0.700583,-0.401823,0.00264571
0.737323,0.677432,-0.399632,0.00343648
0.731635,0.671153,-0.412291,0.00165626
0.727069,0.683534,-0.393564,0.00436054
0.714886,0.66927,-0.395675,0.00269898
0.730541,0.663624,-0.421251,0.0026657
0.753805,0.660867,-0.43365,0.0021902
0.764567,0.666119,-0.420868,0.00244785
0.746698,0.681146,-0.425473,0.00210486
0.746698,0.681146,-0.425473,0.00210486
0.728874,0.65784,-0.42642,0.00195019
0.728874,0.65784,-0.42642,0.00195019
0.72661,0.653124,-0.409526,0.00232775
0.747095,0.66055,-0.425266,0.00197856
0.763723,0.654627,-0.413279,0.00324065
0.781571,0.66845,-0.448096,0.00196239
0.781571,0.66845,-0.448096,0.00196239
0.781571,0.66845,-0.448096,0.00196239
0.793387,0.652954,-0.44466,0.0018335
0.797293,0.67717,-0.414957,0.00333408
0.812277,0.694107,-0.414913,0.00382035
0.83315,0.701236,-0.372273,0.0058004
0.829539,0.712774,-0.382948,0.00516003
0.829539,0.712774,-0.382948,0.00516003
0.836851,0.699433,-0.394148,0.00438221
0.846545,0.690034,-0.396688,0.00394635
0.827058,0.689269,-0.421253,0.00292648
0.827058,0.689269,-0.421253,0.00292648
0.846418,0.694523,-0.380409,0.00509621
0.831862,0.680671,-0.403127,0.00438459
0.810792,0.698143,-0.427724,0.00330404
0.810792,0.698143,-0.427724,0.00330404
0.810792,0.698143,-0.427724,0.00330404
0.810792,0.698143,-0.427724,0.00330404
0.810792,0.698143,-0.427724,0.00330404
0.802638,0.69468,-0.406646,0.00366634
0.791592,0.689896,-0.420486,0.00256584
0.791592,0.689896,-0.420486,0.00256584
0.805893,0.684939,-0.423326,0.00305767
0.805893,0.684939,-0.423326,0.00305767
0.797697,0.703399,-0.413997,0.00342227
0.797697,0.703399,-0.413997,0.00342227
0.797697,0.703399,-0.413997,0.00342227
0.801088,0.682183,-0.414228,0.0033556
0.816629,0.691926,-0.41154,0.00587412
0.816629,0.691926,-0.41154,0.00587412
0.816629,0.691926,-0.41154,0.00587412
0.826978,0.674426,-0.423823,0.00379701
0.840647,0.669176,-0.432822,0.00346887
0.840647,0.669176,-0.432822,0.00346887
0.840647,0.669176,-0.432822,0.00346887
0.840647,0.669176,-0.432822,0.00346887
0.822774,0.657753,-0.423083,0.00376571
0.83318,0.639542,-0.431808,0.00300632
0.857154,0.639499,-0.436959,0.00299144
0.844934,0.649787,-0.428241,0.0033703
0.832728,0.645221,-0.44666,0.00312518
0.857237,0.636934,-0.423192,0.00405554
0.844979,0.627011,-0.432572,0.00258123
0.841826,0.651174,-0.437335,0.00237078
0.866187,0.638063,-0.434678,0.00288789
0.85168,0.65551,-0.44502,0.00273557
0.866728,0.671493,-0.423115,0.00322066
0.853529,0.664407,-0.432715,0.0032011
0.833762,0.678013,-0.434307,0.0031354
0.833762,0.678013,-0.434307,0.0031354
0.833762,0.678013,-0.434307,0.0031354
0.817408,0.66765,-0.409958,0.00321342
0.817408,0.66765,-0.409958,0.00321342
0.822171,0.677095,-0.427701,0.00319843
0.816891,0.684159,-0.410207,0.00377852
0.821191,0.669993,-0.424046,0.00322907
0.821191,0.669993,-0.424046,0.00322907
0.820749,0.689886,-0.399296,0.0047349
0.809688,0.680056,-0.418972,0.00312461
0.812434,0.668058,-0.424282,0.00268662
0.836413,0.655005,-0.446994,0.00267932
0.836413,0.655005,-0.446994,0.00267932
0.836413,0.655005,-0.446994,0.00267932
0.820614,0.63097,-0.441862,0.00195268
0.815421,0.609585,-0.451837,0.00129005
0.838438,0.611511,-0.448896,0.00157473
0.853701,0.593886,-0.448634,0.00194768
0.862137,0.597552,-0.43368,0.00188698
0.883238,0.5993,-0.410771,0.00308206
0.889828,0.617829,-0.424843,0.00282648
0.900532,0.607116,-0.413317,0.00328714
0.882051,0.619185,-0.425034,0.00298537
0.866864,0.635795,-0.421028,0.00286514
0.864613,0.652195,-0.408478,0.00421307
0.864613,0.652195,-0.408478,0.00421307
0.857757,0.652094,-0.40974,0.00379193
0.86409,0.635512,-0.436114,0.00224561
0.883459,0.625213,-0.417098,0.00364105
0.89464,0.637974,-0.4099,0.00388389
0.883023,0.643992,-0.409001,0.00315537
0.883023,0.643992,-0.409001,0.00315537
0.892212,0.625592,-0.43431,0.00273484
0.882044,0.614228,-0.434152,0.00291345
0.876787,0.620046,-0.437539,0.00265931
0.859456,0.610362,-0.43325,0.00208591
0.859813,0.608593,-0.440314,0.00201325
0.847542,0.585312,-0.446195,0.00189645
0.839797,0.575224,-0.430882,0.00180022
0.835153,0.58546,-0.436076,0.00183855
0.850627,0.569379,-0.425278,0.00233495
0.863767,0.579879,-0.425311,0.00180853
0.847124,0.556792,-0.419335,0.00239357
0.845357,0.544705,-0.397754,0.00315558
0.845357,0.544705,-0.397754,0.00315558
0.826693,0.533579,-0.378341,0.00304219
0.842222,0.545548,-0.40486,0.00279665
0.830093,0.554266,-0.404732,0.00261578
0.835699,0.531154,-0.384006,0.00332314
0.835699,0.531154,-0.384006,0.00332314
0.82674,0.522264,-0.374377,0.00359714
0.82674,0.522264,-0.374377,0.00359714
0.82674,0.522264,-0.374377,0.00359714
0.821931,0.544206,-0.383788,0.00294708
0.80231,0.543174,-0.403795,0.00246945
0.787394,0.520145,-0.371596,0.00385231
0.787413,0.521923,-0.371006,0.00400797
0.784132,0.519209,-0.372897,0.00382744
0.771695,0.517335,-0.352805,0.00351551
0.748016,0.541776,-0.393634,0.00260014
0.748016,0.541776,-0.393634,0.00260014
0.736846,0.537627,-0.383176,0.00249512
0.73976,0.542305,-0.389351,0.00286431
0.751893,0.557541,-0.412334,0.00227154
0.736582,0.556549,-0.412625,0.00254279
0.757861,0.555602,-0.412836,0.0023801
0.76899,0.54807,-0.399439,0.00242543
0.761158,0.562332,-0.41753,0.00202456
0.761158,0.562332,-0.41753,0.00202456
0.761158,0.562332,-0.41753,0.00202456
0.757798,0.564644,-0.421791,0.00235991
0.745572,0.587049,-0.439849,0.0017264
0.745572,0.587049,-0.439849,0.0017264
0.76603,0.593183,-0.441817,0.00166388
0.76603,0.593183,-0.441817,0.00166388
0.76603,0.593183,-0.441817,0.00166388
0.747532,0.605792,-0.434961,0.00151046
0.747532,0.605792,-0.434961,0.00151046
0.754224,0.620277,-0.443504,0.00176676
0.735621,0.600867,-0.424818,0.00199659
0.72479,0.58565,-0.408282,0.00218796
0.746421,0.602127,-0.427881,0.00163182
0.726787,0.606521,-0.42594,0.001824
0.726787,0.606521,-0.42594,0.001824
0.726787,0.606521,-0.42594,0.001824
0.726787,0.606521,-0.42594,0.001824
0.730221,0.612993,-0.423014,0.00226965
0.722791,0.635494,-0.420553,0.002401
0.706561,0.630111,-0.413689,0.00242479
0.716674,0.648641,-0.402013,0.00217892
0.730809,0.641461,-0.427886,0.00189507
0.721251,0.645467,-0.41769,0.00209597
0.724445,0.639682,-0.422118,0.00196841
0.701621,0.644087,-0.41356,0.00215226
0.701621,0.644087,-0.41356,0.00215226
0.682456,0.633532,-0.397233,0.00211828
0.686498,0.646667,-0.415394,0.0024643
0.686498,0.646667,-0.415394,0.0024643
0.686498,0.646667,-0.415394,0.0024643
0.676347,0.652203,-0.383706,0.00255346
0.687234,0.657679,-0.3874,0.00268546
0.67592,0.638246,-0.38797,0.0024935
0.67592,0.638246,-0.38797,0.0024935
0.695766,0.647916,-0.403177,0.00220189
0.708013,0.625895,-0.402867,0.00216522
0.726321,0.647111,-0.416449,0.00225094
0.739313,0.630364,-0.43069,0.00167036
0.721638,0.62711,-0.413897,0.00193262
0.73438,0.649911,-0.414745,0.00266583
0.719098,0.652342,-0.418786,0.00192422
0.719098,0.652342,-0.418786,0.00192422
0.712298,0.641774,-0.407413,0.00262494
0.701028,0.644678,-0.403759,0.00216082
0.679378,0.629861,-0.388468,0.00255599
0.679378,0.629861,-0.388468,0.00255599
0.683553,0.648208,-0.394803,0.00237697
0.683553,0.648208,-0.394803,0.00237697
0.665365,0.635502,-0.379225,0.00237435
0.688705,0.639244,-0.400512,0.00232689
0.688705,0.639244,-0.400512,0.00232689
0.674291,0.621026,-0.384465,0.00291684
0.698036,0.607888,-0.393881,0.00219306
0.695236,0.60151,-0.392804,0.00205864
0.698049,0.61828,-0.401803,0.00239286
0.683562,0.642961,-0.388354,0.00229555
0.707739,0.64524,-0.423416,0.00240738
0.727222,0.655629,-0.417733,0.00234272
0.718099,0.641929,-0.417468,0.00210875
0.718099,0.641929,-0.417468,0.00210875
0.711002,0.643332,-0.417396,0.00189173
0.711002,0.643332,-0.417396,0.00189173
0.730254,0.665943,-0.414165,0.00190072
0.730254,0.665943,-0.414165,0.00190072
0.752778,0.677692,-0.431219,0.0023714
0.752778,0.677692,-0.431219,0.0023714
0.752778,0.677692,-0.431219,0.0023714
0.752778,0.677692,-0.431219,0.0023714
0.752778,0.677692,-0.431219,0.0023714
0.759631,0.670447,-0.44127,0.00176132
0.75089,0.664147,-0.422013,0.00187448
0.75089,0.664147,-0.422013,0.00187448
0.75089,0.664147,-0.422013,0.00187448
0.772002,0.677595,-0.419544,0.00292367
0.772002,0.677595,-0.419544,0.00292367
0.754463,0.697193,-0.389727,0.00364503
0.755791,0.672842,-0.420297,0.00184994
0.740932,0.67338,-0.407522,0.00217408
0.741474,0.697964,-0.40408,0.00258813
0.754132,0.693493,-0.406418,0.00318956
0.754132,0.693493,-0.406418,0.00318956
0.739034,0.674606,-0.409757,0.00258083
0.724877,0.6845,-0.408301,0.00278291
0.724877,0.6845,-0.408301,0.00278291
0.749724,0.687307,-0.416253,0.00315401
0.726383,0.696176,-0.405872,0.00225214
0.726383,0.696176,-0.405872,0.00225214
0.715032,0.694785,-0.374783,0.003979
0.714512,0.703055,-0.402425,0.00253732
0.722549,0.680857,-0.388116,0.00300185
0.742318,0.679566,-0.409561,0.00259068
0.746296,0.674298,-0.418494,0.00223867
0.755591,0.649601,-0.429054,0.00166779
0.732542,0.67228,-0.419472,0.00211362
0.757223,0.663028,-0.432118,0.00180423
0.757223,0.663028,-0.432118,0.00180423
0.757223,0.663028,-0.432118,0.00180423
0.757223,0.663028,-0.432118,0.00180423
0.744633,0.673248,-0.418765,0.00208563
0.758549,0.657474,-0.435609,0.00187834
0.758549,0.657474,-0.435609,0.00187834
0.743204,0.637133,-0.420221,0.00226663
0.765605,0.621602,-0.438461,0.00149494
0.765605,0.621602,-0.438461,0.00149494
0.769422,0.62754,-0.437242,0.0018061
0.769422,0.62754,-0.437242,0.0018061
0.752957,0.620217,-0.421966,0.00179425
0.740271,0.606513,-0.427714,0.00224309
0.761892,0.620492,-0.435106,0.00151263
0.745011,0.604302,-0.439091,0.00161488
0.739195,0.589846,-0.426362,0.00189661
0.76337,0.56607,-0.43515,0.00202484
0.765675,0.566058,-0.423327,0.00202687
0.777214,0.561074,-0.420533,0.00189813
0.785218,0.582563,-0.444551,0.0016424
0.79644,0.569804,-0.429325,0.00178208
0.818829,0.571446,-0.425841,0.0020741
0.821208,0.581249,-0.440992,0.00183662
0.821208,0.581249,-0.440992,0.00183662
0.801593,0.558164,-0.428471,0.00219217
0.801593,0.558164,-0.428471,0.00219217
0.793763,0.54266,-0.408597,0.00254834
0.810077,0.557592,-0.413626,0.00233264
0.810077,0.557592,-0.413626,0.00233264
0.817489,0.535067,-0.39609,0.00302024
0.801843,0.550771,-0.418655,0.00288764
0.821107,0.567167,-0.428918,0.0020703
0.844117,0.551105,-0.402498,0.00244412
0.820795,0.570347,-0.422028,0.00201811
0.820795,0.570347,-0.422028,0.00201811
0.820795,0.570347,-0.422028,0.00201811
0.818408,0.569225,-0.423948,0.00195723
0.83896,0.57694,-0.442384,0.00179179
0.834323,0.578118,-0.431447,0.00227091
0.858579,0.600867,-0.443658,0.00173331
0.858579,0.600867,-0.443658,0.00173331
0.872839,0.613182,-0.423708,0.00274166
0.893764,0.600887,-0.414889,0.00325177
0.883304,0.591611,-0.415312,0.00229639
0.896464,0.590438,-0.41237,0.00258883
0.873165,0.582961,-0.424609,0.00267167
0.890028,0.577581,-0.421867,0.0023541
0.865754,0.596799,-0.435395,0.00181883
0.883259,0.603141,-0.42841,0.00267761
0.867327,0.62651,-0.429887,0.0034219
0.866958,0.646821,-0.420583,0.00351718
0.84241,0.628739,-0.444707,0.00189687
0.866063,0.617598,-0.442185,0.00216642
0.859653,0.596887,-0.445945,0.0018856
0.857384,0.592833,-0.429583,0.00201627
0.867172,0.61101,-0.437655,0.00232342
0.859269,0.60865,-0.445435,0.0019645
0.841244,0.631084,-0.441902,0.00218459
0.84085,0.6291,-0.4477,0.00184781
0.832807,0.621801,-0.448313,0.00175499
0.832807,0.621801,-0.448313,0.00175499
0.838495,0.627684,-0.440176,0.00212952
0.858017,0.619587,-0.442754,0.00200684
0.880966,0.612188,-0.427877,0.00219431
0.904195,0.617117,-0.406744,0.00451481
0.904195,0.617117,-0.406744,0.00451481
0.918795,0.631003,-0.407445,0.00326264
0.918795,0.631003,-0.407445,0.00326264
0.918264,0.621289,-0.391976,0.00437237
0.900432,0.596879,-0.431179,0.00262783
0.900432,0.596879,-0.431179,0.00262783
0.893704,0.607772,-0.425046,0.00237436
0.892598,0.607601,-0.421839,0.00264629
0.869566,0.59441,-0.435203,0.00173261
0.849978,0.613869,-0.446375,0.00170268
0.838956,0.607628,-0.431012,0.00242815
0.834402,0.615666,-0.443621,0.00226299
0.857086,0.632044,-0.440025,0.00236428
0.844874,0.645489,-0.437917,0.00362605
0.835813,0.659393,-0.416534,0.00391721
0.856135,0.637441,-0.433573,0.00337154
0.855037,0.64751,-0.419238,0.00396644
0.855801,0.657565,-0.416732,0.00430846
0.872377,0.645094,-0.415634,0.00444103
0.895426,0.625005,-0.435043,0.00309995
0.873898,0.618609,-0.436081,0.00226614
0.866171,0.630255,-0.428331,0.00288793
0.850467,0.615838,-0.44751,0.00186051
0.833269,0.63175,-0.434593,0.00335522
0.831422,0.639799,-0.443239,0.00232272
0.833288,0.637581,-0.444795,0.00258126
0.821607,0.630674,-0.441044,0.00219337
0.821607,0.630674,-0.441044,0.00219337
0.8135,0.608117,-0.449741,0.00153475
0.834188,0.613894,-0.446985,0.00129687
0.834188,0.613894,-0.446985,0.00129687
0.816667,0.609801,-0.448212,0.00196856
0.810609,0.622321,-0.439046,0.00204401
0.814893,0.640843,-0.440329,0.00199293
0.811669,0.636325,-0.451782,0.00178014
0.836452,0.64734,-0.425228,0.00296195
0.851452,0.661379,-0.434524,0.00298823
0.851452,0.661379,-0.434524,0.00298823
0.851452,0.661379,-0.434524,0.00298823
0.87118,0.63659,-0.4299,0.00256322
0.849409,0.620108,-0.445192,0.00204502
0.866547,0.599774,-0.440057,0.00191826
0.866547,0.599774,-0.440057,0.00191826
0.872914,0.609481,-0.438783,0.00220018
0.872914,0.609481,-0.438783,0.00220018
0.872914,0.609481,-0.438783,0.00220018
0.872914,0.609481,-0.438783,0.00220018
0.872914,0.609481,-0.438783,0.00220018
0.876348,0.633116,-0.438633,0.00251717
0.868205,0.645802,-0.429416,0.00312577
0.891196,0.622276,-0.424078,0.00386068
0.877679,0.614518,-0.431209,0.00254801
0.900135,0.605559,-0.421606,0.00258134
0.900135,0.605559,-0.421606,0.00258134
0.900135,0.605559,-0.421606,0.00258134
0.87562,0.610019,-0.436522,0.00223685
0.884604,0.623645,-0.434107,0.00271937
0.884604,0.623645,-0.434107,0.00271937
0.884604,0.623645,-0.434107,0.00271937
0.902403,0.636955,-0.396294,0.00427651
0.884835,0.649565,-0.412017,0.00385612
0.878236,0.641445,-0.423915,0.00295183
0.878236,0.641445,-0.423915,0.00295183
0.896544,0.641142,-0.390985,0.00499031
0.908525,0.630927,-0.408352,0.00337019
0.884999,0.618147,-0.415935,0.0034849
0.863437,0.60397,-0.438084,0.00159714
0.88152,0.584742,-0.425807,0.00198551
0.862882,0.600486,-0.43591,0.00214833
0.865021,0.611805,-0.445657,0.00154878
0.865021,0.611805,-0.445657,0.00154878
0.852077,0.605049,-0.439205,0.00170822
0.867767,0.594162,-0.436147,0.00185707
0.844251,0.617076,-0.445699,0.00207076
0.833449,0.626172,-0.435149,0.00250807
0.828004,0.639928,-0.43786,0.00237453
0.830228,0.643271,-0.446029,0.00198349
0.806801,0.642352,-0.444319,0.00164815
0.806801,0.642352,-0.444319,0.00164815
0.81743,0.633608,-0.443352,0.00215988
0.807274,0.643068,-0.444069,0.00189932
0.790471,0.639697,-0.443053,0.0019591
0.790471,0.639697,-0.443053,0.0019591
0.790669,0.622865,-0.440497,0.00165066
0.807676,0.631596,-0.44239,0.00194624
0.815831,0.622388,-0.447643,0.00166815
0.80055,0.631252,-0.45199,0.00111844
0.80055,0.631252,-0.45199,0.00111844
0.80055,0.631252,-0.45199,0.00111844
0.80055,0.631252,-0.45199,0.00111844
0.799439,0.625652,-0.446841,0.00158636
0.815723,0.638876,-0.446344,0.00171938
0.815723,0.638876,-0.446344,0.00171938
0.803554,0.615073,-0.446163,0.00162209
0.799304,0.631086,-0.445925,0.00176962
0.78316,0.645539,-0.442195,0.00193428
0.781986,0.644908,-0.412055,0.00420104
0.779578,0.666181,-0.422184,0.00312717
0.788848,0.663928,-0.406417,0.00633454
0.764621,0.646201,-0.423561,0.00227261
0.776948,0.66769,-0.432224,0.00203536
0.752489,0.684631,-0.425617,0.00219985
0.747821,0.660207,-0.420721,0.0041094
0.759042,0.648616,-0.432874,0.00207033
0.746425,0.631973,-0.427013,0.00253114
0.769581,0.613057,-0.442679,0.00148612
0.759057,0.61327,-0.438563,0.00180338
0.76234,0.606024,-0.440995,0.00138358
0.761275,0.595354,-0.440455,0.00158506
0.760632,0.582756,-0.437768,0.00180997
0.755183,0.595885,-0.427357,0.00179497
0.752673,0.601722,-0.439767,0.00174133
0.752673,0.601722,-0.439767,0.00174133
0.76701,0.584045,-0.436725,0.00176121
0.778048,0.562484,-0.418198,0.0020589
0.777056,0.545988,-0.389084,0.0023993
